time_days,S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_cat,S_an,S_Fe2,S_EDTA,S_FeEDTA,X_FeS
1.361545859148833e-05,4.999628663668878,1.999526414931293,0.09999033807790997,0.049977480192879134,0.049977480192879134,0.09996530760343614,0.49999912653643014,1.082604552229105e-09,0.1,0.1,0.05,0.1,10.0,8.0,6.0,1.000037133633112,0.8000378868054965,0.6000005797153253,0.5,0.4000045039614242,0.30000277539172515,0.20000004367317853,2.000000059935044,0.01,0.01,0.009986484581645418,0.0009864859422686883,1.3514057731311473e-05,1.3606232700079363e-09
1.576406178716851e-05,4.999570063479142,1.9994516795795907,0.0999887913464593,0.049973900495985754,0.049973900495985754,0.0999597229461543,0.49999898869778225,1.7341258289898832e-10,0.1,0.1,0.05,0.1,10.0,8.0,6.0,1.0000429936520852,0.8000438656336327,0.6000006725192123,0.5,0.4000052199008029,0.30000322216430786,0.20000005056511092,2.0000000599895955,0.01,0.01,0.009984370158641167,0.000984371733811657,1.5628266188342703e-05,1.575170491448764e-09
2.3478037670823598e-05,4.9993596719412245,1.9991833602046067,0.09998323809995013,0.04996105015759584,0.04996105015759584,0.0999396732893705,0.49999849382314,-1.7073121652774595e-10,0.1,0.1,0.05,0.1,10.0,8.0,6.0,1.0000640328058772,0.8000653311836314,0.6000010057140029,0.5,0.4000077899684808,0.3000048261368504,0.20000007530884303,2.000000060010244,0.01,0.01,0.009976840181385256,0.0009768425262702124,2.3157473729787195e-05,2.344884957312526e-09
3.119201355447869e-05,4.9991492768039265,1.9989150383451033,0.09997768497738196,0.04994820197088148,0.04994820197088148,0.09991962440207171,0.4999979989459803,-4.9975518041966416e-11,0.1,0.1,0.05,0.1,10.0,8.0,6.0,1.0000850723196073,0.8000867969323917,0.6000013389013569,0.5,0.40001035960582376,0.3000064300478344,0.20000010005270102,2.000000060002999,0.01,0.01,0.009969372980608923,0.0009693760946349805,3.062390536501919e-05,3.1140260574480486e-09
6.008885900030936e-05,4.998361099030348,1.9979098740846517,0.09995688447139787,0.049900090480236095,0.049900090480236095,0.09984453131655989,0.4999961450966995,2.0707612780355537e-10,0.1,0.1,0.05,0.1,10.0,8.0,6.0,1.000163890096965,0.8001672100732278,0.6000025869317158,0.5,0.4000199819039527,0.3000124374946753,0.20000019274516506,2.000000059987576,0.01,0.01,0.009941905246828768,0.0009419112374607068,5.808876253929287e-05,5.990631937987506e-09
8.898570444614003e-05,4.9975728717483126,1.9969046757332216,0.09993608744154926,0.04985200913466916,0.04985200913466916,0.0997694655407419,0.49999429121280325,2.8874052090888298e-11,0.1,0.1,0.05,0.1,10.0,8.0,6.0,1.0002427128251687,0.8002476259413421,0.6000038347535068,0.5,0.40002959817306616,0.3000184427567407,0.20000028543935985,2.000000059998268,0.01,0.01,0.009915264694053925,0.0009152735536899623,8.472644631003732e-05,8.859636037509848e-09
0.0001178825498919707,4.996784594040071,1.9958994427232921,0.09991529388344998,0.04980395838396821,0.04980395838396821,0.09969442739034817,0.49999243729366133,-4.686310282046741e-12,0.1,0.1,0.05,0.1,10.0,8.0,6.0,1.0003215405959927,0.8003280445821366,0.6000050823669928,0.5,0.40003920832320633,0.3000244458087722,0.200000378135317,2.000000060000282,0.01,0.01,0.009889438780615309,0.0008894505017343126,0.000110549498265687,1.1721119003153738e-08
0.00017908615082168897,4.995114851882151,1.9937702414581122,0.0998712644069257,0.04970228879151437,0.04970228879151437,0.09953558469253032,0.49998851057047583,-9.735892204061265e-13,0.1,0.1,0.05,0.1,10.0,8.0,6.0,1.0004885148117846,0.8004983806833509,0.6000077241355843,0.5,0.40005954224169715,0.30003715322459756,0.20000057447147626,2.000000060000059,0.01,0.01,0.009837288276332972,0.000837306034356374,0.00016269396564362558,1.7758023401893106e-08
0.00024028975175140725,4.993444881887392,1.9916408845676437,0.09982725030561267,0.0496007578536545,0.0496007578536545,0.09937686152552039,0.4999845836882133,6.659423703827708e-13,0.1,0.1,0.05,0.1,10.0,8.0,6.0,1.0006555118112608,0.8006687292345885,0.6000103649816629,0.5,0.4000798484292691,0.3000498510779584,0.2000007708155894,2.0000000599999597,0.01,0.01,0.009788435237884056,0.0007884590019311771,0.00021154099806882222,2.3764047121433868e-08
0.00028949555431126087,4.992102112378947,1.989928834982748,0.09979187545265264,0.049519230726175964,0.049519230726175964,0.09924933937099271,0.4999814264809795,4.87761118727787e-14,0.1,0.1,0.05,0.1,10.0,8.0,6.0,1.0007897887621053,0.8008056932013801,0.6000124874728406,0.5,0.40009615385476477,0.3000600528503206,0.2000009286759511,2.000000059999997,0.01,0.01,0.009751406180101129,0.0007514347515963075,0.00024856524840369205,2.857149517756986e-08
0.0003387013568711145,4.990759195562997,1.9882166855379142,0.09975651050617856,0.04943779327944423,0.04943779327944423,0.09912189417667162,0.49997826917102656,-9.654202043807779e-14,0.1,0.1,0.05,0.1,10.0,8.0,6.0,1.0009240804437,0.8009426651569667,0.6000146093696291,0.5,0.4001124413441111,0.3000702484658663,0.20000108654144877,2.0000000600000054,0.01,0.01,0.009716244325620895,0.000716277686791234,0.00028372231320876554,3.3361170340396526e-08
0.0003879071594309681,4.9894161314558305,1.9865044365901734,0.09972115546553886,0.049356445507073014,0.049356445507073014,0.09899452602382475,0.4999751117584253,4.9289122879643565e-15,0.1,0.1,0.05,0.1,10.0,8.0,6.0,1.0010583868544167,0.8010796450727861,0.6000167306720676,0.5,0.40012871089858537,0.300080437918094,0.2000012444120788,2.00000006,0.01,0.01,0.00968284278929148,0.0006828809232668317,0.000317119076733168,3.8133975351984936e-08
0.00047981883651259,4.986907023203633,1.9833058559073071,0.09965514220150481,0.04920473592218137,0.04920473592218137,0.09875682124848693,0.4999692137425372,5.6762858854584376e-15,0.1,0.1,0.05,0.1,10.0,8.0,6.0,1.0013092976796367,0.8013355315274153,0.6000206914679096,0.5,0.40015905281556374,0.3000994543001211,0.20000153931287323,2.0000000599999996,0.01,0.01,0.009624851501518511,0.0006248985081535776,0.0003751014918464218,4.700663507005867e-08
0.000571730513594212,4.984397401148007,1.9801069315294304,0.09958916349052013,0.0490533391891786,0.0490533391891786,0.09851938600713162,0.49996331536916155,-2.3300877342359535e-15,0.1,0.1,0.05,0.1,10.0,8.0,6.0,1.001560259885199,0.8015914454776455,0.6000246501905687,0.5,0.40018933216216424,0.3001184491194295,0.20000183423154197,2.00000006,0.01,0.01,0.009572087668420094,0.000572143496741649,0.00042785650325835063,5.582832155381745e-08
